user_id,account_age_days,posts_per_day,logins_per_day,ip_address,location_changes,failed_logins,followers,following,reports,profile_completeness,is_bot_label,ff_ratio,high_login_freq,new_high_activity,extreme_posts,low_ff_ratio,location_hopping,failed_login_flag,community_reported,incomplete_profile,raw_score,risk_score,signals_triggered,risk_tier
U0053,791,9.3,2.8,198.154.61.204,3,0,4661,1049,1,0.97,0,4.439,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0054,2,23.4,20.9,201.21.177.137,14,5,123,2068,1,0.32,1,0.0594,1,1,0,1,1,0,0,1,80,57.1,5,High
U0055,1480,9.4,2.2,110.189.35.130,0,1,1116,1589,0,0.44,0,0.7019,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0056,1660,3.8,0.7,166.174.6.218,1,2,9017,614,1,0.81,0,14.6618,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0057,34,53.9,18.9,207.81.216.88,15,2,156,1228,5,0.37,1,0.1269,1,1,0,0,1,0,1,1,85,60.7,5,High
U0058,705,1.8,3.9,28.221.185.163,3,2,1172,1581,1,0.55,0,0.7408,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0059,32,64.3,28.5,118.78.222.46,7,14,112,4266,7,0.3,1,0.0262,1,1,0,1,1,1,1,1,115,82.1,7,High
U0060,902,3.8,2.9,188.138.247.120,3,0,1415,406,0,0.46,0,3.4767,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0061,1665,0.1,4.6,112.137.165.219,3,0,2552,1829,1,0.81,0,1.3945,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0062,1617,5.7,3.3,63.44.142.226,0,0,7316,405,0,0.73,0,18.0197,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0063,1522,7.5,4.1,116.124.237.146,0,2,2206,1726,1,0.98,0,1.2774,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0064,427,5.5,2.5,157.194.172.8,2,0,4380,1876,1,0.98,0,2.3335,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0065,1062,7.6,3.3,127.166.93.125,0,1,1592,1207,0,0.53,0,1.3179,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0066,9,126.8,23.5,118.63.193.21,7,7,165,2886,8,0.17,1,0.0572,1,1,1,1,1,1,1,1,140,100.0,8,High
U0067,1886,8.8,1.6,67.174.143.226,2,0,1374,1165,1,0.63,0,1.1784,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0068,1468,4.8,2.2,153.141.5.133,2,2,8955,1891,0,0.47,0,4.7331,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0069,1504,2.5,2.3,243.97.43.62,1,1,6669,465,0,0.89,0,14.3112,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0070,1988,7.5,3.1,185.208.250.143,1,0,1264,1541,0,0.45,0,0.8197,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0071,958,2.2,4.8,195.123.243.166,3,0,6366,1862,0,0.93,0,3.4171,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0072,915,9.2,4.6,183.251.229.203,3,2,6240,1266,0,0.82,0,4.925,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0073,1468,10.0,3.6,5.47.150.57,2,2,8170,980,1,0.98,0,8.3282,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0074,813,8.9,2.6,104.124.156.170,3,0,9387,1381,1,0.68,0,6.7923,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0075,28,30.1,29.4,122.176.217.191,19,11,160,3008,3,0.32,1,0.0532,1,1,0,1,1,1,1,1,115,82.1,7,High
U0076,1647,4.2,3.1,141.169.180.180,0,1,59,833,1,0.92,0,0.0707,0,0,0,1,0,0,0,0,15,10.7,1,Low
U0077,906,1.6,2.4,117.138.156.65,1,0,2243,233,0,0.49,0,9.5855,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0078,882,7.5,2.3,60.61.98.81,2,2,4834,1494,0,0.68,0,3.2334,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0079,1152,1.3,0.6,31.94.98.56,2,1,2050,718,0,0.85,0,2.8512,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0080,3,92.2,24.9,71.144.51.214,7,12,82,2548,3,0.14,1,0.0322,1,1,0,1,1,1,1,1,115,82.1,7,High
U0081,1825,2.3,3.5,50.151.116.93,3,1,3469,104,1,0.41,0,33.0381,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0082,34,81.9,26.3,164.57.12.190,14,3,53,735,5,0.08,1,0.072,1,1,0,1,1,0,1,1,100,71.4,6,High
U0083,17,37.4,8.6,33.140.23.250,17,7,84,4481,2,0.32,1,0.0187,0,1,0,1,1,1,0,1,75,53.6,5,Medium
U0084,132,1.4,0.6,14.149.64.164,1,2,6291,1883,1,0.73,0,3.3392,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0085,464,9.0,2.1,223.251.52.224,1,0,9600,1029,1,0.77,0,9.3204,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0086,1616,7.0,4.1,4.145.240.123,1,0,5499,794,1,0.44,0,6.917,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0087,5,147.4,18.8,189.52.44.152,15,13,42,4323,3,0.23,1,0.0097,1,1,1,1,1,1,1,1,140,100.0,8,High
U0088,23,36.6,11.3,65.244.58.211,18,10,131,4955,4,0.16,1,0.0264,1,1,0,1,1,1,1,1,115,82.1,7,High
U0089,1248,8.7,2.8,17.205.251.19,3,2,6827,1084,0,0.89,0,6.2922,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0090,1519,2.8,1.3,148.27.77.39,0,1,6426,533,1,0.94,0,12.0337,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0091,1998,5.0,3.6,208.155.43.64,0,1,6240,1154,1,0.45,0,5.4026,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0092,30,40.4,16.3,118.63.193.21,19,6,0,2555,1,0.25,1,0.0,1,1,0,1,1,1,0,1,95,67.9,6,High
U0093,1745,2.1,2.2,107.115.194.116,1,1,8200,87,1,0.56,0,93.1818,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0094,695,0.4,1.6,233.226.152.221,2,2,1696,928,1,0.85,0,1.8256,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0095,1561,1.1,2.5,151.219.156.146,2,2,3136,1225,0,0.84,0,2.5579,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0096,28,22.6,15.1,157.50.106.161,9,14,24,4096,4,0.21,1,0.0059,1,1,0,1,1,1,1,1,115,82.1,7,High
U0097,10,122.6,19.0,98.49.183.217,17,6,110,1993,2,0.23,1,0.0552,1,1,1,1,1,1,0,1,120,85.7,7,High
U0098,1989,4.3,1.1,21.80.122.45,0,0,2789,1315,1,0.74,0,2.1193,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0099,344,9.9,3.2,142.38.80.1,0,0,1783,1615,0,0.69,0,1.1033,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0100,30,44.3,14.3,89.135.22.187,11,5,30,1563,5,0.37,1,0.0192,1,1,0,1,1,0,1,1,100,71.4,6,High
U0101,1276,9.0,3.1,153.240.149.9,2,2,8887,127,0,0.69,0,69.4297,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0102,976,8.2,3.7,60.147.144.180,2,1,6366,1333,0,0.51,0,4.7721,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0103,1171,7.1,1.4,221.232.36.176,3,0,6333,568,0,0.77,0,11.1301,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0104,349,0.9,2.8,60.135.101.109,2,0,2076,268,0,0.62,0,7.7175,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0105,39,5.5,3.0,30.115.76.233,1,0,5337,1675,1,0.55,0,3.1844,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0106,37,20.4,10.6,189.52.44.152,17,8,162,4177,1,0.33,1,0.0388,1,1,0,1,1,1,0,1,95,67.9,6,High
U0107,44,73.1,28.5,189.52.44.152,13,11,161,3135,3,0.07,1,0.0513,1,1,0,1,1,1,1,1,115,82.1,7,High
U0108,1349,7.2,0.7,203.157.147.113,0,2,9114,1262,1,0.88,0,7.2162,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0109,1344,1.6,4.2,32.239.155.180,2,1,7627,583,1,0.59,0,13.0599,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0110,1095,3.9,4.2,104.139.252.113,2,1,6993,1724,0,0.58,0,4.0539,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0111,1076,4.4,3.1,21.20.221.189,0,0,4083,830,1,0.54,0,4.9134,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0112,1092,1.2,4.7,83.128.13.24,2,2,8185,563,1,0.5,0,14.5124,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0113,1676,6.2,2.9,59.10.137.148,2,2,469,166,1,0.85,0,2.8084,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0114,1050,2.5,3.8,11.89.240.133,1,1,4662,1668,1,0.61,0,2.7933,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0115,835,5.4,2.2,167.226.142.47,0,2,3278,1681,0,0.69,0,1.9489,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0116,4,113.9,23.8,112.251.46.121,6,6,25,2334,5,0.32,1,0.0107,1,1,1,1,1,1,1,1,140,100.0,8,High
U0117,1307,9.1,3.1,90.209.170.83,3,2,864,355,1,0.77,0,2.427,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0118,26,96.2,19.1,220.82.168.106,3,17,103,1327,4,0.35,1,0.0776,1,1,0,1,0,1,1,1,100,71.4,6,High
U0119,5,139.9,23.6,74.205.18.117,12,19,91,3949,9,0.19,1,0.023,1,1,1,1,1,1,1,1,140,100.0,8,High
U0120,1082,1.0,4.3,23.161.129.83,2,2,1842,823,0,0.99,0,2.2354,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0121,36,36.2,28.3,118.63.193.21,10,17,148,4002,9,0.3,1,0.037,1,1,0,1,1,1,1,1,115,82.1,7,High
U0122,231,8.0,0.5,104.0.236.106,0,2,8816,253,0,0.92,0,34.7087,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0123,38,65.0,15.6,72.79.110.246,4,19,127,1454,3,0.13,1,0.0873,1,1,0,1,0,1,1,1,100,71.4,6,High
U0124,54,5.0,2.4,93.255.226.195,3,0,6370,294,0,0.57,0,21.5932,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0125,26,21.7,22.6,56.119.13.144,9,19,83,3932,1,0.23,1,0.0211,1,1,0,1,1,1,0,1,95,67.9,6,High
U0126,371,0.9,5.0,141.67.147.113,0,2,1809,1174,1,0.85,0,1.5396,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0127,1944,8.0,2.1,226.248.62.8,1,0,4574,1510,1,0.9,0,3.0271,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0128,1072,0.7,4.0,250.122.81.80,2,1,6695,997,0,0.64,0,6.7084,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0129,1731,7.7,1.0,142.7.208.24,3,0,8088,1676,1,0.56,0,4.8229,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0130,19,103.7,17.0,142.150.185.148,9,10,64,4908,7,0.13,1,0.013,1,1,1,1,1,1,1,1,140,100.0,8,High
U0131,23,107.3,8.4,119.60.78.128,17,7,66,4175,8,0.08,1,0.0158,0,1,1,1,1,1,1,1,120,85.7,7,High
U0132,32,148.5,21.3,75.139.212.214,16,13,143,664,6,0.12,1,0.215,1,1,1,0,1,1,1,1,125,89.3,7,High
U0133,764,3.2,0.9,124.241.124.117,1,2,2248,1118,0,0.47,0,2.0089,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0134,944,5.8,2.4,142.74.196.49,1,0,6902,1949,0,0.56,0,3.5395,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0135,1439,3.6,0.7,236.69.35.71,3,0,854,943,1,0.73,0,0.9047,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0136,34,131.9,12.8,219.212.174.240,14,19,157,3179,7,0.31,1,0.0494,1,1,1,1,1,1,1,1,140,100.0,8,High
U0137,750,4.8,2.8,202.136.1.73,0,1,8478,1314,0,0.56,0,6.4471,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0138,1331,8.3,4.9,186.152.250.222,1,0,9046,84,1,0.95,0,106.4235,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0139,21,126.0,19.0,72.79.110.246,4,19,164,2122,5,0.05,1,0.0772,1,1,1,1,0,1,1,1,125,89.3,7,High
U0140,21,54.3,13.9,51.214.112.115,10,4,11,954,1,0.19,1,0.0115,1,1,0,1,1,0,0,1,80,57.1,5,High
U0141,1529,7.7,2.4,142.193.233.239,1,1,1436,1738,0,0.45,0,0.8258,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0142,1424,2.5,2.3,83.96.122.147,3,2,7729,685,0,0.83,0,11.2668,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0143,773,5.7,2.6,99.119.210.12,2,1,6262,1345,0,0.56,0,4.6523,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0144,780,2.6,3.2,82.242.195.99,2,0,7151,1540,0,0.49,0,4.6405,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0145,230,7.7,1.0,254.77.253.247,0,0,5810,1250,0,0.81,0,4.6443,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0146,71,4.6,0.8,10.64.169.223,1,0,4253,181,0,0.56,0,23.3681,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0147,34,33.4,14.9,142.150.185.148,19,19,73,4140,7,0.22,1,0.0176,1,1,0,1,1,1,1,1,115,82.1,7,High
U0148,41,5.4,4.4,113.51.233.4,3,2,2758,1114,0,0.83,0,2.4735,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0149,16,130.4,13.5,105.79.38.121,14,17,58,4493,9,0.36,1,0.0129,1,1,1,1,1,1,1,1,140,100.0,8,High
U0150,76,0.4,3.1,201.135.173.160,0,2,5963,990,1,0.95,0,6.0172,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0151,1835,1.2,3.8,178.203.41.219,2,1,9068,736,0,0.68,0,12.3039,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0152,1019,0.5,2.5,85.194.162.161,2,1,664,1306,1,0.76,0,0.508,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0153,1024,5.6,2.7,184.249.18.159,2,0,3033,995,0,0.64,0,3.0452,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0154,68,3.2,2.9,18.120.147.59,0,1,970,1430,1,0.71,0,0.6778,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0155,522,6.2,1.5,192.46.222.251,2,2,3291,555,1,0.4,0,5.9191,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0156,13,88.8,28.7,98.49.183.217,5,9,45,4624,1,0.18,1,0.0097,1,1,0,1,0,1,0,1,80,57.1,5,High
U0157,274,4.8,3.1,181.51.227.43,3,2,4411,935,0,0.6,0,4.7126,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0158,20,115.9,13.3,232.14.23.84,5,15,141,875,2,0.15,1,0.161,1,1,1,0,0,1,0,1,90,64.3,5,High
U0159,322,0.4,0.6,204.28.150.92,1,2,2682,408,0,0.63,0,6.5575,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0160,993,2.2,4.8,96.220.74.63,0,0,9180,1413,1,0.99,0,6.4922,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0161,1372,9.4,2.6,136.210.92.44,0,1,7928,573,1,0.54,0,13.8118,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0162,20,128.9,13.1,196.172.52.24,15,16,73,4821,9,0.12,1,0.0151,1,1,1,1,1,1,1,1,140,100.0,8,High
U0163,3,127.4,25.6,159.123.254.234,17,19,8,3670,4,0.38,1,0.0022,1,1,1,1,1,1,1,1,140,100.0,8,High
U0164,1626,6.65,2.8,150.73.118.119,1,1,7362,225,0,0.89,0,32.5752,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0165,810,2.2,2.9,164.130.235.66,0,1,1430,1643,0,0.93,0,0.8698,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0166,3,55.5,18.5,231.238.147.174,5,4,75,4765,9,0.16,1,0.0157,1,1,0,1,0,0,1,1,85,60.7,5,High
U0167,25,91.6,9.9,19.226.176.253,17,8,71,4472,2,0.56,1,0.0159,0,1,0,1,1,1,0,0,65,46.4,4,Medium
U0168,13,136.3,29.8,164.217.128.117,10,15,61,2896,3,0.32,1,0.0211,1,1,1,1,1,1,1,1,140,100.0,8,High
U0169,1621,6.6,2.9,217.154.101.99,0,0,1362,1295,1,0.88,0,1.0509,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0170,40,51.9,11.5,28.121.195.147,18,11,12,862,9,0.36,1,0.0139,1,1,0,1,1,1,1,1,115,82.1,7,High
U0171,385,6.2,3.9,92.151.151.6,2,0,606,835,0,0.42,0,0.7249,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0172,564,0.1,4.2,251.202.140.3,0,1,9816,1960,1,0.89,0,5.0056,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0173,14,118.4,13.7,176.25.254.214,4,15,45,2190,1,0.56,1,0.0205,1,1,1,1,0,1,0,0,95,67.9,5,High
U0174,389,2.6,3.4,232.146.117.156,3,0,1057,1359,0,0.86,0,0.7772,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0175,615,4.3,4.3,206.180.112.163,3,2,9487,46,0,0.87,0,201.8511,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0176,945,6.9,0.8,49.128.70.161,2,0,9159,410,1,0.68,0,22.2847,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0177,51,6.2,0.7,25.20.158.202,1,1,4849,696,0,0.67,0,6.957,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0178,792,1.3,3.9,113.17.186.188,2,0,9148,1066,1,0.62,0,8.5736,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0179,1981,7.7,3.6,34.46.151.84,1,1,9695,747,0,0.97,0,12.9612,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0180,1152,4.5,1.2,192.212.89.52,2,0,1148,893,1,0.45,0,1.2841,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0181,14,49.9,10.9,72.79.110.246,5,19,125,4011,5,0.35,1,0.0312,1,1,0,1,0,1,1,1,100,71.4,6,High
U0182,37,103.0,16.7,94.139.84.66,7,5,0,4463,6,0.13,1,0.0,1,1,1,1,1,0,1,1,125,89.3,7,High
U0183,1216,0.3,3.4,234.246.151.192,3,1,5440,501,1,0.73,0,10.8367,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0184,1113,1.9,4.4,223.173.58.120,0,2,1100,1719,1,0.86,0,0.6395,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0185,3,123.6,14.5,37.115.203.248,5,16,14,3724,7,0.09,1,0.0038,1,1,1,1,0,1,1,1,125,89.3,7,High
U0186,1289,2.5,3.0,217.187.46.203,3,0,7149,1864,1,0.75,0,3.8332,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0187,146,5.9,2.4,102.7.135.138,3,0,4217,1822,1,0.81,0,2.3132,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0188,367,4.8,3.2,32.232.188.173,3,2,5470,738,0,0.97,0,7.4019,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0189,1478,0.4,2.7,192.134.195.211,3,0,6781,898,1,0.56,0,7.5428,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0190,621,4.8,1.4,164.190.55.173,0,1,9177,1961,1,0.6,0,4.6774,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0191,31,5.3,4.5,60.241.12.159,1,0,6782,125,1,0.64,0,53.8254,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0192,223,9.8,1.4,227.167.113.166,1,1,3091,115,0,0.8,0,26.6466,0,0,0,0,0,0,0,0,0,0.0,0,Low
